,year,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,salary,single,slg %,obp,batting avg,ops,tb,rc,babip,pa,xbh,iso,bb/pa,so/pa,high_paid_y,high_paid_n
1872,2,22,39,0,2,0,0,0,0,0,0,0,15,0,0,6,0,1,456500,2,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.10256410256410256,2,0.10256410256410256,0.08333333333333333,45,0,0.0,0.0,0.3333333333333333,1,0
1873,2,29,43,3,7,1,0,1,4,0,0,3,17,0,0,7,0,0,474000,5,0.2558139534883721,0.21739130434782608,0.16279069767441862,0.47320525783619816,11,2.391304347826087,0.24,53,2,1.069767441860465,0.05660377358490566,0.32075471698113206,1,0
1874,2,28,56,3,5,1,0,0,1,0,0,0,23,0,0,6,0,0,3500000,4,0.10714285714285714,0.08928571428571429,0.08928571428571429,0.19642857142857142,6,0.5357142857142857,0.15151515151515152,62,1,1.0,0.0,0.3709677419354839,0,1
1876,2,129,527,76,142,27,0,30,80,0,0,31,92,3,2,2,5,10,5850000,85,0.49146110056925996,0.30973451327433627,0.269449715370019,0.8011956138435963,259,80.29928315412187,0.2731707317073171,567,57,27.1707779886148,0.054673721340388004,0.16225749559082892,0,1
1877,2,35,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,12750000,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,0.3333333333333333,0.5,4,0,0.0,0.0,0.25,0,1
1878,2,31,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,428830,0,0.0,0.0,0.0,0.0,0,0.0,0.0,9,0,0.0,0.0,0.6666666666666666,1,0
1879,2,126,240,36,59,11,0,2,23,5,4,36,62,3,4,1,2,6,800000,46,0.31666666666666665,0.35106382978723405,0.24583333333333332,0.6677304964539007,76,26.159420289855074,0.3202247191011236,283,13,11.025,0.127208480565371,0.21908127208480566,1,0
1880,2,130,492,80,140,25,4,26,63,7,6,51,114,1,4,3,1,12,6833333,85,0.5101626016260162,0.35583941605839414,0.2845528455284553,0.8660020176844103,251,88.28913443830571,0.32294617563739375,551,55,33.15853658536585,0.0925589836660617,0.20689655172413793,0,1
1882,2,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,426000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,1.0,1,0
1883,2,62,195,19,45,10,0,4,19,0,0,19,68,2,1,0,1,7,2000000,31,0.3435897435897436,0.30092592592592593,0.23076923076923078,0.6445156695156695,67,20.037383177570092,0.33064516129032256,216,14,10.061538461538461,0.08796296296296297,0.3148148148148148,0,1
1884,2,64,130,19,30,9,0,5,16,0,0,11,39,2,0,3,0,2,414000,16,0.4153846153846154,0.2907801418439716,0.23076923076923078,0.706164757228587,54,15.702127659574469,0.29069767441860467,144,14,9.115384615384615,0.0763888888888889,0.2708333333333333,1,0
1885,2,113,381,43,110,28,1,4,44,13,2,52,92,8,2,1,3,6,2325000,77,0.3989501312335958,0.3744292237442922,0.2887139107611549,0.773379354977888,152,56.86836027713626,0.3680555555555556,439,33,30.031496062992126,0.11845102505694761,0.20956719817767655,0,1
1886,2,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0,1
1887,2,120,279,44,71,9,1,18,50,6,1,19,78,3,5,1,4,1,419000,43,0.4874551971326165,0.30944625407166126,0.25448028673835127,0.7969014512042778,136,41.07382550335571,0.28342245989304815,308,28,11.193548387096774,0.06168831168831169,0.2532467532467532,1,0
1888,2,29,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,418400,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0,0.0,0.0,1.0,1,0
1889,2,69,110,10,21,5,0,0,6,0,0,11,35,1,2,1,0,2,1000000,16,0.23636363636363636,0.2764227642276423,0.19090909090909092,0.5127864005912787,26,6.87603305785124,0.28,124,5,5.0,0.08870967741935484,0.28225806451612906,1,0
1890,2,124,421,59,127,27,0,14,69,0,1,59,71,5,3,0,8,6,20275000,86,0.4655581947743468,0.384928716904277,0.3016627078384798,0.8504869116786238,196,75.95,0.32848837209302323,491,41,27.09976247030879,0.12016293279022404,0.1446028513238289,0,1
1891,2,37,14,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,1400000,0,0.0,0.06666666666666667,0.0,0.06666666666666667,0,0.0,0.0,17,0,0.0,0.058823529411764705,0.29411764705882354,1,0
1893,2,33,7,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,11700000,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,1,0.14285714285714285,0.2,7,0,0.0,0.0,0.2857142857142857,0,1
1894,2,31,46,3,10,1,0,0,7,0,0,0,2,0,0,15,0,0,1250000,9,0.2391304347826087,0.21739130434782608,0.21739130434782608,0.4565217391304348,11,2.391304347826087,0.22727272727272727,61,1,1.0,0.0,0.03278688524590164,1,0
1895,2,91,298,28,84,13,0,12,36,0,0,23,41,6,5,0,2,11,2947318,59,0.4463087248322148,0.34146341463414637,0.28187919463087246,0.7877721394663612,133,44.333333333333336,0.291497975708502,328,25,13.120805369127517,0.0701219512195122,0.125,0,1
1896,2,45,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,425000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,0,0.0,0.0,0.75,1,0
1897,2,104,281,28,68,5,1,3,14,4,4,28,40,0,1,10,0,7,419000,59,0.298932384341637,0.31290322580645163,0.24199288256227758,0.6118356101480886,84,26.097087378640776,0.27310924369747897,320,9,7.032028469750889,0.0875,0.125,1,0
1898,2,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419800,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,1,0
1899,2,128,396,50,90,18,2,14,42,9,2,51,93,4,4,0,3,7,496500,56,0.3888888888888889,0.31938325991189426,0.22727272727272727,0.7082721488007832,154,48.577181208053695,0.2602739726027397,454,34,22.106060606060606,0.11233480176211454,0.20484581497797358,1,0
1900,2,17,21,1,1,0,0,0,1,0,0,1,9,0,0,0,0,0,414000,1,0.047619047619047616,0.09090909090909091,0.047619047619047616,0.13852813852813853,1,0.09090909090909091,0.08333333333333333,22,0,0.0,0.045454545454545456,0.4090909090909091,1,0
1901,2,104,396,38,89,15,1,6,45,16,3,23,53,1,4,0,6,8,5000000,67,0.31313131313131315,0.2703962703962704,0.22474747474747475,0.5835275835275835,124,33.14558472553699,0.24198250728862974,429,22,17.045454545454547,0.053613053613053616,0.12354312354312354,0,1
1902,2,46,134,15,26,3,1,2,9,1,0,14,40,3,0,4,1,3,850000,20,0.27611940298507465,0.2684563758389262,0.19402985074626866,0.5445757788240009,37,10.0,0.25806451612903225,153,6,5.044776119402985,0.0915032679738562,0.26143790849673204,1,0
1903,2,117,236,24,55,10,0,10,28,0,1,26,71,1,1,0,1,5,1350000,35,0.4025423728813559,0.3106060606060606,0.2330508474576271,0.7131484334874165,95,29.370229007633586,0.28846153846153844,264,20,10.127118644067796,0.09848484848484848,0.2689393939393939,1,0
1904,2,31,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1760000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0,0.0,0.0,0.5,0,1
1906,2,124,446,83,132,36,0,22,75,2,1,60,93,4,8,0,2,21,16317774,74,0.5246636771300448,0.3875968992248062,0.29596412556053814,0.912260576354851,234,88.7905138339921,0.3303303303303303,516,58,36.14798206278027,0.11627906976744186,0.18023255813953487,0,1
1907,2,152,557,81,141,30,1,33,116,1,0,75,172,16,7,0,5,10,20000000,77,0.4883303411131059,0.34627329192546585,0.25314183123877915,0.8346036330385718,272,92.9620253164557,0.3025210084033613,644,64,32.17773788150808,0.11645962732919254,0.2670807453416149,0,1
1909,2,22,20,2,1,0,0,0,1,1,0,1,11,0,0,1,1,0,420000,1,0.05,0.09090909090909091,0.05,0.14090909090909093,1,0.09523809523809523,0.1,23,0,0.0,0.043478260869565216,0.4782608695652174,1,0
1910,2,33,65,5,18,3,0,1,14,0,0,3,21,0,0,11,0,2,419000,14,0.36923076923076925,0.3088235294117647,0.27692307692307694,0.678054298642534,24,7.411764705882353,0.3953488372093023,79,4,3.046153846153846,0.0379746835443038,0.26582278481012656,1,0
1911,2,119,398,54,98,15,3,7,43,19,3,49,84,6,2,1,4,5,4000000,73,0.35175879396984927,0.32891832229580575,0.24623115577889448,0.6806771162656551,140,46.04026845637584,0.29260450160771706,454,25,21.05276381909548,0.10792951541850221,0.18502202643171806,0,1
1912,2,33,69,4,8,1,0,1,4,0,0,4,20,0,0,7,0,1,9000000,6,0.17391304347826086,0.1643835616438356,0.11594202898550725,0.33829660512209647,12,1.9726027397260273,0.14583333333333334,80,2,1.0434782608695652,0.05,0.25,0,1
1913,2,150,521,45,128,27,1,12,59,5,3,47,90,6,2,0,9,11,10000000,88,0.3704414587332054,0.30569948186528495,0.2456813819577735,0.6761409405984904,193,59.46302816901409,0.27102803738317754,579,40,29.069097888675625,0.08117443868739206,0.15544041450777202,0,1
1916,2,28,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,500000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6,0,0.0,0.0,0.3333333333333333,1,0
1917,2,82,281,34,81,16,5,9,29,1,1,22,74,3,4,0,1,3,439900,51,0.47686832740213525,0.3474025974025974,0.28825622775800713,0.8242709248047326,134,45.55115511551155,0.36180904522613067,308,30,26.09608540925267,0.07142857142857142,0.24025974025974026,1,0
1918,2,6,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,414000,1,0.25,0.4,0.25,0.65,1,0.4,0.25,5,0,0.0,0.2,0.0,1,0
1919,2,156,580,80,152,24,2,23,82,5,7,62,125,2,4,0,3,24,18500000,103,0.42931034482758623,0.3359013867488444,0.2620689655172414,0.7652117315764306,249,83.0,0.296551724137931,649,49,28.118965517241378,0.09553158705701079,0.1926040061633282,0,1
1921,2,112,345,51,82,17,1,14,55,6,3,70,89,5,5,2,4,10,2550000,50,0.4144927536231884,0.37028301886792453,0.23768115942028986,0.7847757724911129,143,52.37590361445783,0.2764227642276423,426,32,19.121739130434783,0.1643192488262911,0.20892018779342722,0,1
1922,2,144,535,65,131,31,1,20,84,2,0,33,106,3,2,0,5,13,12166666,79,0.41869158878504675,0.288695652173913,0.24485981308411214,0.7073872409589598,224,64.67605633802818,0.26811594202898553,575,52,33.11214953271028,0.057391304347826085,0.18434782608695652,0,1
1923,2,148,579,55,160,24,8,7,49,4,2,34,67,1,2,17,8,12,2500000,121,0.38169257340241797,0.3146067415730337,0.2763385146804836,0.6962993149754517,221,69.94127243066885,0.2982456140350877,640,39,40.03626943005181,0.053125,0.1046875,0,1
1924,2,102,269,29,53,10,2,3,23,1,1,24,74,0,2,5,3,9,5500000,38,0.2825278810408922,0.2651006711409396,0.1970260223048327,0.5476285521818318,76,19.97269624573379,0.2564102564102564,303,15,14.033457249070633,0.07920792079207921,0.24422442244224424,0,1
1925,2,18,30,4,6,0,0,0,1,0,0,2,10,0,0,1,0,0,1500000,6,0.2,0.25,0.2,0.45,6,1.5,0.3,33,0,0.0,0.06060606060606061,0.30303030303030304,0,1
1926,2,122,449,51,124,35,0,5,38,9,6,33,65,3,8,0,4,6,3266666,84,0.38752783964365256,0.3340080971659919,0.27616926503340755,0.7215359368096445,174,56.67634854771784,0.31070496083550914,494,40,35.03340757238308,0.06680161943319839,0.13157894736842105,0,1
1927,2,153,591,90,147,22,11,10,45,22,5,56,181,3,4,14,3,11,440000,104,0.3739424703891709,0.3165137614678899,0.24873096446700507,0.6904562318570608,221,69.34003091190108,0.3399503722084367,668,43,44.0507614213198,0.08383233532934131,0.27095808383233533,1,0
1928,2,102,333,30,83,17,1,4,38,3,1,30,50,0,3,0,2,12,3200000,61,0.34234234234234234,0.31521739130434784,0.24924924924924924,0.6575597336466902,114,35.48760330578512,0.28113879003558717,368,22,19.036036036036037,0.08152173913043478,0.1358695652173913,0,1
1929,2,19,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8750000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,0,0.0,0.0,0.25,0,1
1930,2,114,336,27,72,14,1,0,23,3,2,18,46,1,4,3,5,7,437500,57,0.2619047619047619,0.25895316804407714,0.21428571428571427,0.5208579299488391,88,22.372881355932204,0.2440677966101695,366,15,16.0,0.04918032786885246,0.12568306010928962,1,0
1933,2,23,43,1,14,3,0,0,6,1,0,2,12,0,0,0,0,1,422500,11,0.3953488372093023,0.35555555555555557,0.32558139534883723,0.7509043927648579,17,6.044444444444444,0.45161290322580644,45,3,3.0,0.044444444444444446,0.26666666666666666,1,0
1934,2,89,246,26,55,15,1,5,27,1,2,25,36,0,1,1,0,9,427200,34,0.35365853658536583,0.2977941176470588,0.22357723577235772,0.6514526542324246,87,25.682656826568266,0.24390243902439024,273,21,17.0609756097561,0.09157509157509157,0.13186813186813187,1,0
1935,2,159,455,56,135,24,2,10,37,6,7,28,81,1,7,9,4,11,416000,99,0.42417582417582417,0.3441295546558704,0.2967032967032967,0.7683053788316946,193,65.13250517598344,0.33967391304347827,503,36,28.065934065934066,0.055666003976143144,0.1610337972166998,1,0
1939,2,131,546,84,162,24,4,6,61,16,6,46,81,0,6,4,5,10,14729364,128,0.3882783882783883,0.3548922056384743,0.2967032967032967,0.7431705939168626,212,74.48648648648648,0.33620689655172414,607,34,32.032967032967036,0.0757825370675453,0.13344316309719934,0,1
1940,2,21,35,0,4,0,0,0,3,0,0,2,18,0,0,5,0,1,2800000,4,0.11428571428571428,0.16216216216216217,0.11428571428571428,0.27644787644787644,4,0.6486486486486487,0.23529411764705882,42,0,0.0,0.047619047619047616,0.42857142857142855,0,1
1941,2,107,378,32,95,21,3,7,42,2,2,16,97,3,7,0,4,2,424000,64,0.3783068783068783,0.291358024691358,0.25132275132275134,0.6696649029982363,143,40.286802030456855,0.31654676258992803,405,31,27.055555555555557,0.03950617283950617,0.23950617283950618,1,0
1942,2,31,84,7,10,1,0,2,4,0,0,6,18,0,1,0,0,3,1000000,7,0.20238095238095238,0.18681318681318682,0.11904761904761904,0.3891941391941392,17,3.022222222222222,0.125,91,3,1.0714285714285714,0.06593406593406594,0.1978021978021978,1,0
1943,2,70,160,20,31,7,2,4,17,6,7,14,53,0,0,6,1,3,414900,18,0.3375,0.2571428571428571,0.19375,0.5946428571428571,54,13.96551724137931,0.25961538461538464,181,13,11.075,0.07734806629834254,0.292817679558011,1,0
1945,2,9,19,1,3,0,0,0,4,0,0,2,10,0,0,2,0,1,7750000,3,0.15789473684210525,0.23809523809523808,0.15789473684210525,0.39598997493734334,3,0.7142857142857143,0.3333333333333333,23,0,0.0,0.08695652173913043,0.43478260869565216,0,1
1946,2,114,430,59,90,23,5,18,49,13,3,44,132,2,3,4,0,3,5850000,44,0.4116279069767442,0.28721174004192873,0.20930232558139536,0.6988396470186728,177,50.037974683544306,0.2571428571428571,481,46,33.12558139534884,0.09147609147609148,0.27442827442827444,0,1
1947,2,111,246,33,76,22,1,5,28,2,1,5,63,1,11,2,2,4,900000,48,0.46747967479674796,0.3484848484848485,0.3089430894308943,0.8159645232815964,115,37.11155378486056,0.39444444444444443,266,28,24.0609756097561,0.018796992481203006,0.23684210526315788,1,0
1948,2,67,179,9,34,6,1,3,16,3,0,14,58,1,3,2,1,3,421700,24,0.2849162011173184,0.25888324873096447,0.18994413407821228,0.5437994498482829,51,12.683937823834198,0.2605042016806723,199,10,8.050279329608939,0.07035175879396985,0.2914572864321608,1,0
1949,2,151,567,68,159,26,2,25,83,12,4,29,113,2,9,1,12,16,3250000,106,0.4656084656084656,0.3192868719611021,0.2804232804232804,0.7848953375695678,264,83.2751677852349,0.30385487528344673,618,53,30.132275132275133,0.04692556634304207,0.18284789644012944,0,1
1950,2,77,190,27,47,8,0,13,33,0,0,29,62,0,3,0,0,3,1500000,26,0.49473684210526314,0.35585585585585583,0.24736842105263157,0.8505926979611189,94,32.62100456621005,0.2956521739130435,222,21,8.205263157894738,0.13063063063063063,0.27927927927927926,0,1
1951,2,126,455,56,125,33,1,18,70,2,2,51,80,10,0,0,6,10,14000000,73,0.4703296703296703,0.34375,0.27472527472527475,0.8140796703296703,214,74.43478260869566,0.29476584022038566,512,52,35.11868131868132,0.099609375,0.15625,0,1
1952,2,148,423,51,103,30,1,16,58,6,3,48,104,2,2,0,4,7,455500,56,0.4326241134751773,0.32075471698113206,0.24349881796690306,0.7533788304563094,183,58.6687898089172,0.28338762214983715,477,47,32.11347517730496,0.10062893081761007,0.2180293501048218,1,0
1953,2,141,462,69,128,32,2,19,75,13,1,49,106,9,4,0,7,7,426500,75,0.47835497835497837,0.34674329501915707,0.27705627705627706,0.8250982733741354,221,76.54990215264188,0.3168604651162791,522,53,36.12337662337662,0.09386973180076628,0.20306513409961685,1,0
1954,2,23,47,0,5,0,0,0,1,0,0,1,13,0,0,7,0,3,3250000,5,0.10638297872340426,0.125,0.10638297872340426,0.23138297872340424,5,0.625,0.14705882352941177,55,0,0.0,0.01818181818181818,0.23636363636363636,0,1
1955,2,23,82,6,16,4,0,2,6,0,0,12,26,0,0,1,1,3,419000,10,0.3170731707317073,0.29473684210526313,0.1951219512195122,0.6118100128369705,26,7.74468085106383,0.2545454545454545,96,6,4.073170731707317,0.125,0.2708333333333333,1,0
1956,2,30,48,2,5,1,0,0,2,0,0,3,28,0,0,7,0,0,1100000,4,0.125,0.1568627450980392,0.10416666666666667,0.2818627450980392,6,0.9411764705882353,0.25,58,1,1.0,0.05172413793103448,0.4827586206896552,1,0
1958,2,57,150,18,30,5,1,2,7,0,4,18,48,0,4,2,0,2,1300000,22,0.2866666666666667,0.3023255813953488,0.2,0.5889922480620156,43,12.285714285714286,0.28,174,8,7.04,0.10344827586206896,0.27586206896551724,1,0
1960,2,113,257,35,63,8,3,7,28,2,1,14,32,0,3,6,1,8,423000,45,0.38132295719844356,0.2909090909090909,0.245136186770428,0.6722320481075345,98,27.8450184501845,0.2557077625570776,281,18,14.081712062256809,0.0498220640569395,0.11387900355871886,1,0
1961,2,161,602,115,195,33,4,39,126,40,11,74,159,24,6,0,7,16,7100000,119,0.5863787375415282,0.3991291727140784,0.3239202657807309,0.9855079102556066,353,140.4689349112426,0.3795620437956204,689,76,41.19435215946844,0.10740203193033382,0.23076923076923078,0,1
1962,2,140,537,86,153,30,6,18,63,14,6,33,119,3,10,3,0,18,3300000,99,0.46368715083798884,0.33793103448275863,0.2849162011173184,0.8016181853207475,249,81.25263157894737,0.3375,583,54,42.100558659217874,0.05660377358490566,0.20411663807890223,0,1
1963,2,35,24,1,5,0,0,0,0,0,0,2,9,0,0,5,0,0,2450000,5,0.20833333333333334,0.2692307692307692,0.20833333333333334,0.47756410256410253,5,1.3461538461538463,0.3333333333333333,31,0,0.0,0.06451612903225806,0.2903225806451613,0,1
1964,2,114,380,36,89,23,1,7,38,8,2,22,67,3,1,4,2,3,750000,58,0.35526315789473684,0.2765432098765432,0.23421052631578948,0.63180636777128,135,37.276119402985074,0.2662337662337662,409,31,25.055263157894736,0.05378973105134474,0.16381418092909536,1,0
1965,2,34,61,3,8,3,0,0,4,0,0,4,24,0,1,9,0,0,423000,5,0.18032786885245902,0.19696969696969696,0.13114754098360656,0.377297565822156,11,2.0307692307692307,0.21621621621621623,75,3,3.0,0.05333333333333334,0.32,1,0
1966,2,43,163,22,50,9,0,4,20,0,1,4,7,0,0,0,2,5,2300000,37,0.43558282208588955,0.31952662721893493,0.3067484662576687,0.7551094493048245,71,22.95808383233533,0.2987012987012987,169,13,9.07361963190184,0.023668639053254437,0.04142011834319527,0,1
1967,2,33,71,10,16,0,0,0,4,0,0,3,13,0,1,11,0,1,500000,16,0.22535211267605634,0.26666666666666666,0.22535211267605634,0.492018779342723,16,4.108108108108108,0.27586206896551724,86,0,0.0,0.03488372093023256,0.1511627906976744,1,0
1969,2,155,620,121,158,34,4,32,77,30,4,89,71,2,8,4,2,17,6200000,88,0.4774193548387097,0.35465924895688455,0.25483870967741934,0.8320786037955943,296,103.11988716502115,0.24277456647398843,723,70,42.15483870967742,0.12309820193637622,0.09820193637621023,0,1
1970,2,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,414000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,1.0,1,0
1972,2,149,543,69,163,25,0,31,105,1,1,77,89,17,8,0,11,14,12000000,107,0.5174953959484346,0.38810641627543035,0.3001841620626151,0.9056018122238649,281,108.7741935483871,0.30414746543778803,639,56,25.171270718232044,0.12050078247261346,0.13928012519561817,0,1
1973,2,104,233,18,63,13,1,3,31,3,0,21,27,3,0,0,1,4,800000,46,0.37339055793991416,0.32941176470588235,0.2703862660944206,0.7028023226457965,87,28.771653543307085,0.29411764705882354,255,17,15.03862660944206,0.08235294117647059,0.10588235294117647,1,0
1974,2,49,111,15,28,6,1,5,17,0,1,10,26,0,0,1,1,2,440000,16,0.4594594594594595,0.3114754098360656,0.25225225225225223,0.7709348692955251,51,16.016528925619834,0.2839506172839506,123,12,8.135135135135135,0.08130081300813008,0.21138211382113822,1,0
1975,2,46,136,13,30,6,0,4,17,2,0,8,27,0,1,0,4,2,4750000,20,0.35294117647058826,0.26174496644295303,0.22058823529411764,0.6146861429135413,48,12.666666666666666,0.23853211009174313,149,10,6.088235294117647,0.053691275167785234,0.18120805369127516,0,1
1976,2,99,366,37,100,21,1,12,58,1,1,32,86,2,1,0,2,8,5250000,66,0.4344262295081967,0.3316708229426434,0.273224043715847,0.7660970524508401,159,52.733668341708544,0.32592592592592595,401,34,23.098360655737704,0.0798004987531172,0.2144638403990025,0,1
1978,2,32,61,2,7,0,0,0,1,0,0,4,20,0,0,6,0,0,11765724,7,0.11475409836065574,0.16923076923076924,0.11475409836065574,0.283984867591425,7,1.1846153846153846,0.17073170731707318,71,0,0.0,0.056338028169014086,0.28169014084507044,0,1
1979,2,28,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,15950000,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,2,0.6666666666666666,0.5,3,1,1.0,0.0,0.3333333333333333,0,1
1981,2,37,95,11,22,7,1,1,12,1,1,9,19,3,1,2,1,3,1000000,13,0.35789473684210527,0.3018867924528302,0.23157894736842105,0.6597815292949354,34,10.134615384615385,0.27631578947368424,108,9,9.031578947368422,0.08333333333333333,0.17592592592592593,1,0
1982,2,19,52,6,9,0,0,3,6,0,1,11,22,0,0,1,0,0,525000,6,0.34615384615384615,0.31746031746031744,0.17307692307692307,0.6636141636141636,18,5.714285714285714,0.2222222222222222,64,3,0.17307692307692307,0.171875,0.34375,1,0
1983,2,33,57,3,5,0,0,1,5,0,0,3,24,0,0,5,0,0,2750000,4,0.14035087719298245,0.13333333333333333,0.08771929824561403,0.27368421052631575,8,1.0666666666666667,0.125,65,1,0.05263157894736842,0.046153846153846156,0.36923076923076925,0,1
1984,2,107,352,34,87,23,1,11,53,1,0,23,87,1,5,0,5,2,431400,52,0.4119318181818182,0.2987012987012987,0.2471590909090909,0.7106331168831168,145,42.53333333333333,0.29343629343629346,385,35,25.09375,0.05974025974025974,0.22597402597402597,1,0
1985,2,43,151,15,26,4,0,3,15,1,0,25,37,0,0,0,1,2,7000000,19,0.2582781456953642,0.288135593220339,0.17218543046357615,0.5464137389157032,39,11.301136363636363,0.20535714285714285,177,7,4.059602649006623,0.14124293785310735,0.20903954802259886,0,1
1986,2,40,93,10,23,6,1,0,5,0,0,8,19,1,2,1,0,6,600000,16,0.3333333333333333,0.32038834951456313,0.24731182795698925,0.6537216828478964,31,9.514851485148515,0.3108108108108108,104,7,8.0,0.07692307692307693,0.18269230769230768,1,0
1987,2,31,56,3,4,1,0,1,1,0,0,1,28,0,1,5,0,3,460700,2,0.14285714285714285,0.10344827586206896,0.07142857142857142,0.2463054187192118,8,0.7017543859649122,0.1111111111111111,63,2,1.0535714285714286,0.015873015873015872,0.4444444444444444,1,0
1989,2,38,55,7,11,2,0,0,2,0,0,1,23,0,0,10,0,3,425000,9,0.23636363636363636,0.21428571428571427,0.2,0.45064935064935063,13,2.7857142857142856,0.34375,66,2,2.0,0.015151515151515152,0.3484848484848485,1,0
1990,2,43,9,0,1,1,0,0,0,0,0,1,5,0,0,1,0,0,414000,0,0.2222222222222222,0.2,0.1111111111111111,0.4222222222222222,2,0.4,0.25,11,1,1.0,0.09090909090909091,0.45454545454545453,1,0
1991,2,155,585,66,161,38,4,18,94,4,3,59,60,8,3,0,6,9,19000000,101,0.4461538461538462,0.34150076569678406,0.27521367521367524,0.7876546118506302,261,89.16149068322981,0.2787524366471735,653,60,46.09230769230769,0.0903522205206738,0.09188361408882083,0,1
1992,2,35,75,6,15,2,0,2,7,1,0,1,26,0,0,5,1,2,11000000,11,0.30666666666666664,0.2077922077922078,0.2,0.5144588744588745,23,4.842105263157895,0.2708333333333333,82,4,2.08,0.012195121951219513,0.3170731707317073,0,1
1993,2,85,334,39,82,15,1,12,41,2,1,25,83,2,3,0,2,13,7250000,54,0.4041916167664671,0.3021978021978022,0.24550898203592814,0.7063894189642692,135,40.23676880222841,0.29045643153526973,364,28,17.107784431137723,0.06868131868131869,0.22802197802197802,0,1
1994,2,31,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5750000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,0,0.0,0.0,0.6,0,1
1995,2,32,8,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2000000,0,0.25,0.125,0.125,0.375,2,0.25,0.16666666666666666,8,1,1.0,0.0,0.25,0,1
1996,2,81,183,20,42,7,0,3,19,2,5,22,38,2,3,1,1,1,900000,32,0.31693989071038253,0.32057416267942584,0.22950819672131148,0.6375140533898084,58,18.10731707317073,0.2727272727272727,210,10,7.049180327868853,0.10476190476190476,0.18095238095238095,1,0
1998,2,97,186,38,48,5,1,13,29,10,6,17,62,1,7,4,2,2,430000,29,0.5053763440860215,0.33962264150943394,0.25806451612903225,0.8449989855954554,94,30.098522167487683,0.30973451327433627,216,19,7.209677419354839,0.0787037037037037,0.28703703703703703,1,0
1999,2,34,58,0,5,2,0,0,4,1,1,0,13,0,0,5,0,0,8166666,3,0.1206896551724138,0.08620689655172414,0.08620689655172414,0.20689655172413796,7,0.603448275862069,0.1111111111111111,63,2,2.0,0.0,0.20634920634920634,0,1
2000,2,33,61,0,5,0,0,0,1,0,0,3,30,0,0,8,0,0,14000000,5,0.08196721311475409,0.125,0.08196721311475409,0.20696721311475408,5,0.625,0.16129032258064516,72,0,0.0,0.041666666666666664,0.4166666666666667,0,1
2001,2,13,12,1,1,1,0,0,1,0,0,1,5,0,0,1,0,0,414500,0,0.16666666666666666,0.15384615384615385,0.08333333333333333,0.3205128205128205,2,0.3076923076923077,0.14285714285714285,14,1,1.0,0.07142857142857142,0.35714285714285715,1,0
2002,2,125,499,56,125,16,0,26,87,1,1,32,107,4,3,0,8,12,5150000,83,0.43887775551102204,0.2952029520295203,0.250501002004008,0.7340807075405423,219,64.75141242937853,0.2647058823529412,542,42,16.1563126252505,0.05904059040590406,0.1974169741697417,0,1
2005,2,26,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4300000,1,0.5,0.6666666666666666,0.5,1.1666666666666665,1,0.6666666666666666,0.5,3,0,0.0,0.3333333333333333,0.0,0,1
2007,2,72,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1250000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,1.0,1,0
