,year,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,salary,single,slg %,obp,batting avg,ops,tb,rc,babip,pa,xbh,iso,bb/pa,so/pa,high_paid_y,high_paid_n
1067,1,34,67,4,10,2,0,0,2,0,0,0,20,0,0,5,0,1,6650000,8,0.1791044776119403,0.14925373134328357,0.14925373134328357,0.32835820895522383,12,1.791044776119403,0.2127659574468085,72,2,2.0,0.0,0.2777777777777778,0,1
1068,1,133,518,95,186,40,3,32,100,8,1,43,95,5,5,1,4,11,3250000,111,0.6332046332046332,0.4105263157894737,0.3590733590733591,1.043730948994107,328,133.88948306595364,0.389873417721519,571,75,46.18532818532819,0.07530647985989491,0.16637478108581435,0,1
1069,1,30,57,3,6,1,0,0,2,0,0,1,29,0,0,5,0,0,1900000,5,0.12280701754385964,0.1206896551724138,0.10526315789473684,0.24349667271627345,7,0.8448275862068966,0.21428571428571427,63,1,1.0,0.015873015873015872,0.4603174603174603,0,1
1070,1,70,203,25,61,11,0,5,40,0,0,33,21,4,4,1,2,6,415000,45,0.42857142857142855,0.4049586776859504,0.30049261083743845,0.833530106257379,87,34.652542372881356,0.3128491620111732,243,16,11.073891625615763,0.13580246913580246,0.08641975308641975,1,0
1072,1,34,62,3,6,0,0,0,4,0,0,2,27,0,0,8,1,0,435000,6,0.0967741935483871,0.12307692307692308,0.0967741935483871,0.21985111662531018,6,0.75,0.16666666666666666,73,0,0.0,0.0273972602739726,0.3698630136986301,1,0
1073,1,3,4,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,470000,0,0.0,0.2,0.0,0.2,0,0.0,0.0,6,0,0.0,0.16666666666666666,0.3333333333333333,1,0
1074,1,22,37,1,5,1,0,0,2,0,0,0,13,0,0,3,0,2,12500000,4,0.16216216216216217,0.13513513513513514,0.13513513513513514,0.2972972972972973,6,0.8108108108108109,0.20833333333333334,40,1,1.0,0.0,0.325,0,1
1075,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6500000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0,0.0,0.0,0.0,0,1
1076,1,101,340,44,91,19,3,6,38,1,1,28,54,1,0,3,4,8,5100000,63,0.3941176470588235,0.31989247311827956,0.2676470588235294,0.7140101201771031,134,43.33152173913044,0.2992957746478873,375,28,25.05294117647059,0.07466666666666667,0.144,0,1
1077,1,23,55,8,20,6,0,1,7,0,0,1,9,0,0,1,0,0,8250000,13,0.5272727272727272,0.375,0.36363636363636365,0.9022727272727272,29,10.875,0.4222222222222222,57,7,6.054545454545455,0.017543859649122806,0.15789473684210525,0,1
1078,1,43,108,11,17,3,0,1,4,0,0,9,23,0,2,0,1,2,1450000,13,0.21296296296296297,0.23333333333333334,0.1574074074074074,0.4462962962962963,23,5.111111111111111,0.18823529411764706,120,4,3.0277777777777777,0.075,0.19166666666666668,0,1
1079,1,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,406090,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,1.0,1,0
1080,1,132,224,25,41,6,2,10,32,5,2,33,60,0,2,1,2,3,1500000,23,0.36160714285714285,0.29118773946360155,0.18303571428571427,0.6527948823207443,81,23.32295719844358,0.1987179487179487,262,18,10.133928571428571,0.12595419847328243,0.22900763358778625,0,1
1081,1,145,558,91,158,34,4,31,102,7,6,45,140,2,6,0,5,14,4800000,89,0.525089605734767,0.34039087947882735,0.2831541218637993,0.8654804852135944,293,98.63847429519072,0.3239795918367347,614,69,42.166666666666664,0.0732899022801303,0.2280130293159609,0,1
1083,1,45,16,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,402000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,18,0,0.0,0.0,0.5,1,0
1084,1,88,259,24,66,21,2,7,37,2,1,36,68,4,1,0,4,4,7500000,36,0.43243243243243246,0.3433333333333333,0.2548262548262548,0.7757657657657657,112,38.72542372881356,0.31382978723404253,300,30,25.08108108108108,0.12,0.22666666666666666,0,1
1085,1,161,610,77,161,29,3,11,58,17,5,56,139,3,3,1,4,11,427700,118,0.37540983606557377,0.32689450222882616,0.2639344262295082,0.7023043382943999,229,74.61411411411412,0.3232758620689655,674,43,35.054098360655736,0.0830860534124629,0.2062314540059347,1,0
1086,1,70,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2150000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,1.0,0,1
1087,1,127,254,25,56,12,4,4,39,0,2,26,76,1,4,0,3,7,950000,36,0.3464566929133858,0.29965156794425085,0.2204724409448819,0.6461082608576367,88,25.771428571428572,0.2937853107344633,287,20,20.04724409448819,0.09059233449477352,0.26480836236933797,1,0
1088,1,118,398,48,102,18,1,8,37,0,0,67,90,3,2,0,6,10,17775000,75,0.36683417085427134,0.36152219873150104,0.2562814070351759,0.7283563695857724,146,53.06236559139785,0.30718954248366015,473,27,20.060301507537687,0.1416490486257928,0.19027484143763213,0,1
1090,1,68,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,425000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0,0.0,0.0,0.5,1,0
1091,1,52,158,14,32,8,0,5,27,1,0,12,45,0,0,0,1,0,3345000,19,0.34810126582278483,0.2573099415204678,0.20253164556962025,0.6054112073432527,55,14.235294117647058,0.24770642201834864,171,13,8.094936708860759,0.07017543859649122,0.2631578947368421,0,1
1092,1,41,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,402500,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,0,0.0,0.0,0.3333333333333333,1,0
1093,1,20,9,5,1,0,0,1,1,0,0,0,4,0,0,1,0,0,400000,0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.5555555555555556,4,0.4444444444444444,0.0,10,1,0.3333333333333333,0.0,0.4,1,0
1094,1,34,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,7200000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,0,0.0,0.0,0.25,0,1
1095,1,97,313,30,93,18,1,7,48,0,0,29,49,1,5,3,2,8,3868376,67,0.4281150159744409,0.3638968481375358,0.2971246006389776,0.7920118641119767,134,47.801169590643276,0.33204633204633205,352,26,20.06709265175719,0.08238636363636363,0.13920454545454544,0,1
1096,1,47,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,400000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0,0.0,0.0,1.0,1,0
1097,1,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,412500,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,1.0,1,0
1098,1,142,520,83,144,29,5,18,72,11,6,91,128,2,10,0,2,13,400000,92,0.45576923076923076,0.39325842696629215,0.27692307692307694,0.8490276577355229,237,91.15384615384616,0.3351063829787234,623,52,39.103846153846156,0.14606741573033707,0.20545746388443017,1,0
1099,1,138,528,70,108,22,0,26,68,2,2,41,85,2,8,1,2,8,4000000,60,0.3939393939393939,0.2711571675302245,0.20454545454545456,0.6650965614696185,208,54.46748681898067,0.1957040572792363,580,48,22.147727272727273,0.0706896551724138,0.14655172413793102,0,1
1100,1,77,215,18,46,13,1,1,17,1,0,12,61,3,0,3,1,5,700000,31,0.29767441860465116,0.2543859649122807,0.21395348837209302,0.5520603835169319,64,16.352422907488986,0.2922077922077922,231,15,15.013953488372094,0.05194805194805195,0.26406926406926406,1,0
1101,1,131,281,38,72,21,1,11,51,0,0,33,75,5,3,0,3,4,1000000,39,0.4555160142348754,0.3375,0.25622775800711745,0.7930160142348754,128,42.802547770700635,0.30808080808080807,320,33,23.11743772241993,0.103125,0.234375,1,0
1102,1,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1760000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,1.0,0,1
1103,1,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7500000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,1.0,0,1
1104,1,158,596,95,186,45,1,28,103,9,5,69,93,10,8,0,2,13,16333327,112,0.5318791946308725,0.3896296296296296,0.31208053691275167,0.9215088242605021,317,121.55639097744361,0.3312368972746331,675,74,47.14093959731544,0.10222222222222223,0.13777777777777778,0,1
1105,1,143,550,87,152,23,5,31,108,1,1,59,157,11,8,0,3,14,19000000,93,0.5054545454545455,0.3532258064516129,0.27636363636363637,0.8586803519061583,278,96.31855500821018,0.3315068493150685,620,59,33.16909090909091,0.09516129032258064,0.2532258064516129,0,1
1107,1,126,497,80,133,24,5,6,37,10,3,50,87,0,4,5,3,14,5000000,98,0.3722334004024145,0.33754512635379064,0.2676056338028169,0.7097785267562051,185,61.892138939670936,0.31203931203931207,559,35,34.03621730382294,0.08944543828264759,0.1556350626118068,0,1
1108,1,35,77,4,15,4,0,0,4,0,0,0,21,0,0,8,0,0,9000000,11,0.24675324675324675,0.19480519480519481,0.19480519480519481,0.4415584415584416,19,3.7012987012987013,0.26785714285714285,85,4,4.0,0.0,0.24705882352941178,0,1
1109,1,157,569,100,165,35,5,26,86,7,0,83,91,5,9,0,7,17,3000000,99,0.5061511423550088,0.3847305389221557,0.28998242530755713,0.8908816812771645,288,109.54601226993866,0.3028322440087146,668,66,45.13708260105448,0.12425149700598802,0.13622754491017963,0,1
1110,1,15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,410700,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0,0.0,0.0,0.5,1,0
1112,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,447000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0,0.0,0.0,0.0,1,0
1113,1,85,273,33,68,18,2,8,43,0,5,25,66,0,1,2,6,8,415700,40,0.4175824175824176,0.3081967213114754,0.2490842490842491,0.725779138893893,114,35.577181208053695,0.2926829268292683,307,28,22.087912087912088,0.08143322475570032,0.21498371335504887,1,0
1114,1,152,573,76,161,36,0,23,90,9,12,61,106,6,7,0,5,22,18500000,102,0.4642233856893543,0.3544891640866873,0.28097731239092494,0.8187125497760416,266,93.14195583596215,0.30734966592427615,646,59,36.12041884816754,0.09442724458204334,0.16408668730650156,0,1
1115,1,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,409850,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,1.0,1,0
1116,1,61,188,20,37,6,1,9,27,1,0,30,48,2,4,0,1,4,1750000,21,0.3829787234042553,0.3183856502242152,0.19680851063829788,0.7013643736284705,72,22.128440366972477,0.21212121212121213,223,16,8.143617021276595,0.13452914798206278,0.21524663677130046,0,1
1117,1,155,561,75,154,37,5,16,83,4,3,68,108,11,0,0,7,15,12166666,96,0.44385026737967914,0.3490566037735849,0.27450980392156865,0.7929068711532641,249,87.88235294117646,0.3108108108108108,636,58,47.0855614973262,0.1069182389937107,0.16981132075471697,0,1
1119,1,134,471,65,151,15,3,8,47,7,6,29,62,1,0,4,2,14,2225000,125,0.416135881104034,0.35856573705179284,0.3205944798301486,0.7747016181558268,196,70.56,0.3548387096774194,506,26,21.05095541401274,0.05731225296442688,0.1225296442687747,0,1
1120,1,144,514,47,127,28,5,13,70,4,3,54,134,4,5,0,7,12,6600000,81,0.3968871595330739,0.32068965517241377,0.24708171206225682,0.7175768147054877,204,65.00704225352112,0.3048128342245989,580,46,38.07587548638132,0.09310344827586207,0.23103448275862068,0,1
1121,1,102,142,15,36,8,5,1,8,1,0,15,34,0,2,0,1,1,416000,22,0.4014084507042254,0.33125,0.2535211267605634,0.7326584507042253,57,18.515923566878982,0.32407407407407407,160,14,18.02112676056338,0.09375,0.2125,1,0
1122,1,116,158,18,42,11,0,3,22,0,0,13,29,2,0,1,1,3,417000,28,0.3924050632911392,0.31976744186046513,0.26582278481012656,0.7121725051516044,62,19.941520467836256,0.30708661417322836,173,14,11.056962025316455,0.07514450867052024,0.1676300578034682,1,0
1123,1,54,165,18,30,6,1,2,9,3,1,26,31,0,0,1,1,4,4850000,21,0.26666666666666666,0.2916666666666667,0.18181818181818182,0.5583333333333333,44,12.900523560209423,0.21052631578947367,193,9,8.036363636363637,0.13471502590673576,0.16062176165803108,0,1
1124,1,150,473,42,109,13,1,1,28,11,5,25,53,1,6,7,2,11,2600000,94,0.26849894291754756,0.2766798418972332,0.23044397463002114,0.5451787848147808,127,34.17269076305221,0.25653206650831356,513,15,15.006342494714588,0.04873294346978557,0.10331384015594541,0,1
1125,1,61,212,27,53,13,1,3,27,7,3,21,27,0,2,1,2,1,2766666,36,0.3632075471698113,0.3206751054852321,0.25,0.6838826526550434,77,24.454935622317596,0.2717391304347826,238,17,15.04245283018868,0.08823529411764706,0.1134453781512605,0,1
1126,1,151,618,103,181,34,10,4,41,27,6,47,170,4,4,3,3,5,400000,133,0.39967637540453077,0.34523809523809523,0.2928802588996764,0.7449144706426261,247,84.68571428571428,0.3959731543624161,675,48,54.019417475728154,0.06962962962962962,0.2518518518518518,1,0
1127,1,42,151,19,36,11,0,1,11,4,1,20,18,2,0,0,1,3,3100000,24,0.33112582781456956,0.32558139534883723,0.23841059602649006,0.6567072231634068,50,16.374269005847953,0.2631578947368421,172,12,11.019867549668874,0.11627906976744186,0.10465116279069768,0,1
1128,1,22,38,5,6,0,0,1,3,0,0,2,22,0,0,3,0,0,4600000,5,0.23684210526315788,0.2,0.15789473684210525,0.4368421052631579,9,1.8,0.3333333333333333,43,1,0.07894736842105263,0.046511627906976744,0.5116279069767442,0,1
1129,1,7,24,1,5,1,0,1,2,0,0,3,7,0,0,1,0,0,900000,3,0.375,0.2962962962962963,0.20833333333333334,0.6712962962962963,9,2.6666666666666665,0.25,28,2,1.125,0.10714285714285714,0.25,1,0
1130,1,82,200,23,52,10,0,5,25,1,3,22,30,2,2,3,1,4,412500,37,0.385,0.3377777777777778,0.26,0.7227777777777777,77,25.666666666666668,0.28313253012048195,228,15,10.075,0.09649122807017543,0.13157894736842105,1,0
1131,1,56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,700000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,1.0,1,0
1132,1,33,87,2,13,2,0,1,6,0,0,8,14,1,1,0,1,7,416500,10,0.20689655172413793,0.2268041237113402,0.14942528735632185,0.43370067543547813,18,3.9789473684210526,0.1643835616438356,97,3,2.0344827586206895,0.08247422680412371,0.14432989690721648,1,0
1135,1,157,663,111,179,30,3,10,67,18,5,63,106,4,9,1,3,22,22600000,136,0.3695324283559578,0.34010840108401086,0.26998491704374056,0.7096408294399686,245,81.66666666666667,0.30727272727272725,739,43,36.04524886877828,0.08525033829499323,0.14343707713125844,0,1
1136,1,33,77,5,8,0,0,0,4,0,0,2,18,0,0,4,0,0,1250000,8,0.1038961038961039,0.12658227848101267,0.1038961038961039,0.23047838237711657,8,1.0126582278481013,0.13559322033898305,83,0,0.0,0.024096385542168676,0.21686746987951808,1,0
1138,1,94,341,40,105,22,2,11,52,3,0,15,91,2,2,0,4,8,400000,70,0.4809384164222874,0.3370165745856354,0.30791788856304986,0.8179549910079228,164,55.28089887640449,0.3868312757201646,362,35,26.096774193548388,0.04143646408839779,0.2513812154696133,1,0
1140,1,28,59,0,5,0,0,0,4,0,0,1,24,0,0,6,0,1,3750000,5,0.0847457627118644,0.1,0.0847457627118644,0.1847457627118644,5,0.5,0.14285714285714285,66,0,0.0,0.015151515151515152,0.36363636363636365,0,1
1141,1,154,585,93,166,36,5,26,71,13,7,79,148,1,2,3,2,12,2350000,99,0.49572649572649574,0.36976047904191617,0.28376068376068375,0.865486974768412,290,107.00301204819277,0.3389830508474576,671,67,46.13333333333333,0.11773472429210134,0.22056631892697467,0,1
1142,1,24,72,12,12,4,0,2,8,0,1,24,23,0,2,0,0,2,5500000,6,0.3055555555555556,0.3877551020408163,0.16666666666666666,0.6933106575963719,22,8.25,0.2127659574468085,98,6,4.083333333333333,0.24489795918367346,0.23469387755102042,0,1
1143,1,102,202,24,53,11,2,2,15,2,2,5,50,0,4,2,2,3,800000,38,0.36633663366336633,0.29107981220657275,0.2623762376237624,0.6574164458699391,74,20.734299516908212,0.3355263157894737,215,15,15.029702970297029,0.023255813953488372,0.23255813953488372,1,0
1144,1,61,178,24,34,10,0,2,13,1,1,25,46,2,2,1,3,5,412500,22,0.2808988764044944,0.2932692307692308,0.19101123595505617,0.5741681071737252,50,14.532019704433498,0.24060150375939848,209,12,10.03370786516854,0.11961722488038277,0.22009569377990432,1,0
1145,1,149,581,76,165,25,5,19,69,7,7,23,119,1,13,2,2,17,465000,116,0.4423407917383821,0.3247172859450727,0.28399311531841653,0.7670580776834548,257,79.99337748344371,0.32808988764044944,621,49,35.098106712564544,0.037037037037037035,0.19162640901771336,1,0
1146,1,107,278,41,64,12,1,19,48,9,2,45,73,0,3,0,2,15,500000,32,0.4856115107913669,0.34146341463414637,0.2302158273381295,0.8270749254255132,135,45.55727554179567,0.2393617021276596,328,32,14.20503597122302,0.13719512195121952,0.2225609756097561,1,0
1147,1,95,317,47,84,21,0,10,46,5,0,61,47,6,0,0,3,10,14000000,53,0.42586750788643535,0.3805774278215223,0.26498422712933756,0.8064449357079577,135,51.785714285714285,0.2813688212927757,381,31,21.094637223974765,0.16010498687664043,0.12335958005249344,0,1
1148,1,158,592,64,146,34,1,21,86,7,3,53,123,2,1,0,8,18,425000,90,0.41385135135135137,0.3058103975535168,0.24662162162162163,0.7196617489048682,245,75.5891472868217,0.2741228070175439,654,56,36.10641891891892,0.08103975535168195,0.18807339449541285,1,0
1149,1,77,216,30,52,15,3,10,40,2,2,40,55,2,2,0,3,2,406000,24,0.47685185185185186,0.36015325670498083,0.24074074074074073,0.8370051085568326,103,37.015625,0.2727272727272727,261,28,21.13888888888889,0.1532567049808429,0.210727969348659,1,0
1150,1,20,39,2,5,1,0,0,2,0,0,2,14,0,1,4,0,1,480000,4,0.15384615384615385,0.19047619047619047,0.1282051282051282,0.3443223443223443,6,1.024390243902439,0.2,46,1,1.0,0.043478260869565216,0.30434782608695654,1,0
1151,1,59,124,19,26,4,0,2,14,1,1,11,24,0,3,1,1,3,1054000,20,0.2903225806451613,0.28776978417266186,0.20967741935483872,0.5780923648178231,36,9.866666666666667,0.24242424242424243,140,6,4.048387096774194,0.07857142857142857,0.17142857142857143,1,0
1152,1,18,24,2,3,1,0,0,1,0,0,3,9,0,0,4,0,1,7333666,2,0.16666666666666666,0.2222222222222222,0.125,0.38888888888888884,4,0.8888888888888888,0.2,31,1,1.0,0.0967741935483871,0.2903225806451613,0,1
1153,1,28,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,8000000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,7,0,0.0,0.0,0.42857142857142855,0,1
1154,1,84,301,42,82,18,1,8,42,4,1,34,78,2,5,0,2,12,750000,55,0.4186046511627907,0.3538011695906433,0.2724252491694352,0.772405820753434,126,43.62985074626866,0.34101382488479265,342,27,20.079734219269103,0.09941520467836257,0.22807017543859648,1,0
1156,1,119,238,30,58,4,0,9,27,3,0,8,42,0,2,1,2,1,405000,45,0.3739495798319328,0.272,0.24369747899159663,0.6459495798319328,89,23.878048780487806,0.25925925925925924,251,13,4.11344537815126,0.03187250996015936,0.16733067729083664,1,0
1157,1,162,602,82,150,25,6,28,89,19,15,53,170,4,4,0,9,14,4000000,91,0.45016611295681064,0.30988023952095806,0.24916943521594684,0.7600463524777687,271,83.98931297709923,0.29539951573849876,668,59,37.13953488372093,0.07934131736526946,0.25449101796407186,0,1
1158,1,118,434,39,111,18,0,0,37,12,7,37,45,2,6,6,7,12,2250000,93,0.29723502304147464,0.3181818181818182,0.2557603686635945,0.6154168412232928,129,40.53503184713376,0.2803030303030303,490,18,18.0,0.07551020408163266,0.09183673469387756,0,1
1159,1,158,616,67,172,41,4,10,75,14,4,28,94,2,5,4,5,16,1750000,117,0.4074675324675325,0.31345565749235477,0.2792207792207792,0.7209231899598872,251,77.95031055900621,0.31334622823984526,658,55,49.048701298701296,0.0425531914893617,0.14285714285714285,0,1
1160,1,33,51,2,5,2,0,0,0,0,0,2,16,0,0,6,0,0,480000,3,0.13725490196078433,0.1320754716981132,0.09803921568627451,0.26933037365889756,7,0.9245283018867925,0.14285714285714285,59,2,2.0,0.03389830508474576,0.2711864406779661,1,0
1161,1,135,342,43,85,16,1,3,31,14,2,37,44,1,5,1,4,10,1250000,65,0.32748538011695905,0.327319587628866,0.24853801169590642,0.654804967745825,112,36.05277044854881,0.27424749163879597,389,20,18.026315789473685,0.09511568123393316,0.11311053984575835,1,0
1162,1,33,54,7,11,1,0,0,2,0,0,7,24,0,0,5,1,0,403000,10,0.2222222222222222,0.2903225806451613,0.2037037037037037,0.5125448028673836,12,3.540983606557377,0.3548387096774194,67,1,1.0,0.1044776119402985,0.3582089552238806,1,0
1163,1,137,514,62,148,34,1,6,59,4,1,51,36,1,1,5,4,15,1150000,107,0.39299610894941633,0.3508771929824561,0.28793774319066145,0.7438733019318724,202,71.14690265486726,0.29831932773109243,575,41,36.03501945525292,0.08869565217391304,0.06260869565217392,1,0
1164,1,32,55,4,3,0,0,0,1,0,0,1,17,0,0,18,0,3,440000,3,0.05454545454545454,0.07142857142857142,0.05454545454545454,0.12597402597402596,3,0.21428571428571427,0.07894736842105263,74,0,0.0,0.013513513513513514,0.22972972972972974,1,0
1165,1,103,391,73,112,20,1,9,45,15,5,56,57,2,7,2,4,11,4200000,82,0.4117647058823529,0.38209606986899564,0.2864450127877238,0.7938607757513485,161,60.51006711409396,0.3130699088145897,460,30,22.0690537084399,0.12173913043478261,0.12391304347826088,0,1
1166,1,149,548,89,171,30,1,39,111,0,1,72,110,7,5,0,6,9,12000000,101,0.583941605839416,0.393026941362916,0.31204379562043794,0.976968547202332,320,125.41935483870968,0.32592592592592595,631,70,32.21350364963504,0.11410459587955626,0.17432646592709986,0,1
1167,1,125,414,37,90,20,1,9,51,0,0,35,57,6,3,0,5,15,3517500,60,0.3357487922705314,0.2800875273522976,0.21739130434782608,0.6158363196228289,139,38.69710467706013,0.22946175637393768,457,30,22.065217391304348,0.07658643326039387,0.12472647702407003,0,1
1168,1,107,327,30,78,17,2,8,31,1,3,32,36,3,0,0,0,9,1500000,51,0.3761467889908257,0.3064066852367688,0.23853211009174313,0.6825534742275945,123,37.68802228412256,0.24734982332155478,359,27,21.073394495412845,0.08913649025069638,0.10027855153203342,0,1
1169,1,67,212,24,43,12,1,9,26,2,0,33,44,1,0,1,4,5,408500,21,0.39622641509433965,0.30522088353413657,0.2028301886792453,0.7014472986284762,84,26.057142857142857,0.2085889570552147,250,22,14.127358490566039,0.132,0.176,1,0
1170,1,143,551,59,136,32,1,16,71,2,1,24,96,2,6,0,5,20,3100000,87,0.3956442831215971,0.2832764505119454,0.24682395644283123,0.6789207336335426,218,60.66086956521739,0.2702702702702703,586,49,34.08711433756806,0.040955631399317405,0.16382252559726962,0,1
1171,1,143,518,68,129,23,3,21,92,0,1,56,116,5,3,0,5,16,4100000,82,0.4266409266409266,0.3230240549828179,0.24903474903474904,0.7496649816237445,221,71.22822299651568,0.27979274611398963,582,47,29.12162162162162,0.09621993127147767,0.19931271477663232,0,1
1172,1,56,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,950000,0,0.0,0.5,0.0,0.5,0,0.0,0.0,3,0,0.0,0.3333333333333333,0.3333333333333333,1,0
1173,1,31,55,2,2,0,0,0,0,0,0,2,21,0,0,11,0,1,15433333,2,0.03636363636363636,0.07017543859649122,0.03636363636363636,0.10653907496012759,2,0.14035087719298245,0.058823529411764705,68,0,0.0,0.029411764705882353,0.3088235294117647,0,1
1174,1,34,5,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,18700000,1,0.6,0.4,0.4,1.0,3,1.2,0.5,6,1,1.0,0.0,0.16666666666666666,0,1
1175,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421900,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,1,0
1176,1,89,270,22,56,11,0,5,25,3,1,18,57,0,3,6,2,7,3950000,40,0.3037037037037037,0.2627986348122867,0.2074074074074074,0.5665023385159904,82,21.069444444444443,0.24285714285714285,299,16,11.055555555555555,0.06020066889632107,0.19063545150501673,0,1
1177,1,39,38,2,7,1,1,0,4,0,0,2,6,0,0,0,0,0,500000,5,0.2631578947368421,0.225,0.18421052631578946,0.4881578947368421,10,2.25,0.21875,40,2,3.0,0.05,0.15,1,0
1178,1,60,107,16,21,2,1,3,4,4,1,24,51,1,0,1,0,0,525000,15,0.3177570093457944,0.3435114503816794,0.19626168224299065,0.6612684597274738,34,11.679389312977099,0.33962264150943394,132,6,4.08411214953271,0.18181818181818182,0.38636363636363635,1,0
1179,1,25,44,1,4,2,0,0,4,0,0,4,22,0,0,2,0,1,458000,2,0.13636363636363635,0.16666666666666666,0.09090909090909091,0.303030303030303,6,1.0,0.18181818181818182,50,2,2.0,0.08,0.44,1,0
1180,1,110,376,41,83,15,1,12,41,0,0,46,82,1,1,0,2,12,402700,55,0.3617021276595745,0.3058823529411765,0.22074468085106383,0.6675844806007509,136,41.573459715639814,0.25,425,28,17.095744680851062,0.10823529411764705,0.19294117647058823,1,0
1181,1,151,560,75,146,37,2,25,100,0,1,48,172,4,3,0,4,8,4500000,82,0.46785714285714286,0.3203252032520325,0.26071428571428573,0.7881823461091754,262,83.59868421052632,0.329700272479564,615,64,41.13392857142857,0.07804878048780488,0.27967479674796747,0,1
1182,1,102,247,26,51,8,0,4,16,1,1,19,43,0,2,2,1,7,451000,39,0.2874493927125506,0.26765799256505574,0.20647773279352227,0.5551073852776063,71,18.68421052631579,0.23383084577114427,271,12,8.048582995951417,0.07011070110701106,0.15867158671586715,1,0
1183,1,29,56,3,11,1,0,2,5,0,0,5,7,0,1,1,0,3,950000,8,0.32142857142857145,0.27419354838709675,0.19642857142857142,0.5956221198156681,18,4.721311475409836,0.19148936170212766,63,3,1.1071428571428572,0.07936507936507936,0.1111111111111111,1,0
1184,1,31,54,3,6,2,0,1,3,0,0,0,29,0,0,9,0,1,407800,3,0.2037037037037037,0.1111111111111111,0.1111111111111111,0.31481481481481477,11,1.2222222222222223,0.20833333333333334,63,3,2.0555555555555554,0.0,0.4603174603174603,1,0
1186,1,157,605,67,149,29,1,24,89,3,3,37,59,1,3,0,4,20,19000000,95,0.41652892561983473,0.29121725731895226,0.2462809917355372,0.707746182938787,252,73.00934579439253,0.2376425855513308,649,54,31.11900826446281,0.05701078582434515,0.09090909090909091,0,1
1187,1,13,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9000000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,0,0.0,0.0,0.6666666666666666,0,1
1188,1,109,418,63,105,21,0,16,56,1,3,52,101,1,2,0,3,16,13250000,68,0.41626794258373206,0.33473684210526317,0.2511961722488038,0.7510047846889952,174,58.12340425531915,0.29276315789473684,475,37,21.114832535885167,0.10947368421052632,0.21263157894736842,0,1
1189,1,32,3,0,0,0,0,0,1,0,0,1,2,0,0,1,1,0,3750000,0,0.0,0.2,0.0,0.2,0,0.0,0.0,6,0,0.0,0.16666666666666666,0.3333333333333333,0,1
1190,1,32,7,1,2,0,0,0,2,0,0,0,2,0,0,1,0,0,1750000,2,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,2,0.5714285714285714,0.4,8,0,0.0,0.0,0.25,0,1
