,year,team_id,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,salary,single,slg %,obp,batting avg,ops,tb,rc,babip,pa
81,2009,LAN,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82,2009,CIN,101,345.0,47.0,77.0,15.0,2.0,22.0,58.0,3.0,3.0,38.0,75.0,2.0,2.0,1.0,1.0,5.0,417500,38.0,0.46956521739130436,0.30310880829015546,0.22318840579710145,0.7726740256814598,162.0,48.64229765013055,0.22088353413654618,387.0
83,2009,NYA,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250000,0.0,,,,,0.0,,,0.0
84,2009,PHI,72,105.0,15.0,18.0,7.0,0.0,0.0,7.0,2.0,0.0,5.0,26.0,0.0,3.0,2.0,3.0,2.0,800000,11.0,0.23809523809523808,0.22413793103448276,0.17142857142857143,0.46223316912972084,25.0,5.2272727272727275,0.21951219512195122,118.0
85,2009,KCA,59,186.0,16.0,46.0,12.0,4.0,8.0,36.0,1.0,1.0,13.0,55.0,0.0,1.0,1.0,1.0,2.0,2900000,22.0,0.4838709677419355,0.29850746268656714,0.24731182795698925,0.7823784304285026,90.0,26.683417085427134,0.3064516129032258,202.0
86,2009,ARI,16,21.0,0.0,5.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,1.0,403000,3.0,0.3333333333333333,0.23809523809523808,0.23809523809523808,0.5714285714285714,7.0,1.6666666666666667,0.38461538461538464,23.0
87,2009,OAK,36,105.0,11.0,23.0,3.0,0.0,3.0,10.0,1.0,1.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,410000,17.0,0.3333333333333333,0.28695652173913044,0.21904761904761905,0.6202898550724638,35.0,10.043478260869565,0.24390243902439024,115.0
88,2009,CHA,33,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14000000,0.0,1.0,0.25,0.25,1.25,4.0,1.0,0.0,5.0
89,2009,LAA,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403000,0.0,,,,,0.0,,,0.0
90,2009,NYA,33,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16500000,1.0,0.2,0.2,0.2,0.4,1.0,0.2,0.25,5.0
91,2009,PIT,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92,2009,TBA,122,412.0,45.0,91.0,16.0,1.0,14.0,64.0,2.0,0.0,57.0,119.0,2.0,2.0,0.0,5.0,6.0,7000000,60.0,0.36650485436893204,0.31512605042016806,0.220873786407767,0.6816309047891,151.0,47.650319829424305,0.2711267605633803,476.0
93,2009,SFN,61,202.0,18.0,48.0,6.0,0.0,0.0,13.0,11.0,4.0,14.0,34.0,1.0,2.0,1.0,1.0,3.0,404000,42.0,0.26732673267326734,0.2922374429223744,0.2376237623762376,0.5595641755956418,54.0,15.5,0.28402366863905326,220.0
94,2009,CIN,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,420000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
95,2009,MIN,61,136.0,14.0,32.0,3.0,1.0,2.0,12.0,0.0,0.0,24.0,35.0,0.0,3.0,0.0,1.0,3.0,412500,26.0,0.3161764705882353,0.3597560975609756,0.23529411764705882,0.6759325681492109,43.0,15.05,0.3,164.0
96,2009,MIL,22,34.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,2.0,0.0,0.0,4000000,4.0,0.11764705882352941,0.21052631578947367,0.11764705882352941,0.3281733746130031,4.0,0.8421052631578947,0.2222222222222222,40.0
97,2009,KCA,159,608.0,78.0,183.0,51.0,1.0,21.0,93.0,1.0,0.0,58.0,103.0,3.0,2.0,0.0,4.0,20.0,421000,110.0,0.4917763157894737,0.36160714285714285,0.30098684210526316,0.8533834586466165,299.0,108.19669669669669,0.3319672131147541,672.0
98,2009,HOU,76,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
99,2009,TEX,146,547.0,66.0,155.0,43.0,2.0,20.0,89.0,8.0,4.0,32.0,98.0,2.0,10.0,0.0,10.0,11.0,3060000,90.0,0.4789762340036563,0.328881469115192,0.283363802559415,0.8078577031188483,262.0,84.61830742659758,0.30751708428246016,599.0
100,2009,ARI,84,239.0,26.0,54.0,14.0,1.0,8.0,31.0,9.0,3.0,12.0,30.0,0.0,3.0,2.0,2.0,4.0,11666666,31.0,0.39330543933054396,0.26953125,0.22594142259414227,0.662836689330544,94.0,24.717131474103585,0.22660098522167488,258.0
101,2009,CLE,131,523.0,81.0,161.0,42.0,4.0,6.0,68.0,17.0,4.0,44.0,89.0,1.0,1.0,10.0,3.0,13.0,416700,109.0,0.4378585086042065,0.3607705779334501,0.3078393881453155,0.7986290865376566,229.0,82.79541446208113,0.35962877030162416,581.0
102,2009,WAS,9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,2600000,0.0,0.0,0.21428571428571427,0.0,0.21428571428571427,0.0,0.0,0.0,16.0
103,2009,SDN,103,377.0,59.0,96.0,18.0,8.0,2.0,31.0,25.0,8.0,46.0,88.0,5.0,5.0,8.0,2.0,3.0,400000,68.0,0.36074270557029176,0.34186046511627904,0.2546419098143236,0.7026031706865707,136.0,45.6548463356974,0.32525951557093424,438.0
104,2009,NYA,154,485.0,66.0,133.0,28.0,1.0,13.0,68.0,10.0,2.0,43.0,59.0,4.0,4.0,4.0,4.0,15.0,1400000,91.0,0.41649484536082476,0.3358208955223881,0.27422680412371137,0.7523157408832128,202.0,67.33333333333333,0.28776978417266186,540.0
105,2009,DET,160,611.0,96.0,198.0,34.0,0.0,34.0,103.0,6.0,2.0,68.0,107.0,14.0,5.0,0.0,1.0,22.0,14383049,130.0,0.546644844517185,0.3956204379562044,0.32405891980360063,0.9422652824733894,334.0,130.84536082474227,0.3481953290870488,685.0
106,2009,OAK,101,414.0,41.0,116.0,23.0,0.0,4.0,41.0,11.0,4.0,25.0,39.0,1.0,0.0,5.0,4.0,13.0,4000000,89.0,0.3647342995169082,0.3182844243792325,0.28019323671497587,0.6830187238961407,151.0,48.49886104783599,0.2986666666666667,448.0
